p0,p1,p2,p3,p4,p5,p6,p7,size,objective,source,id,filename,speedup
64,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,L,12.6052,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_300.c,mmp_300,1.0388411131913813
2,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6377,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_301.c,mmp_301,1.0361695561692394
2,cores,close,dynamic, , ,#pragma omp for, ,L,12.6193,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_302.c,mmp_302,1.0376803784679023
4,threads,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.6112,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_303.c,mmp_303,1.0383468662775945
2,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6189,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_304.c,mmp_304,1.037713271362797
4,sockets,master,dynamic, , ,#pragma omp for nowait, ,L,12.644,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_305.c,mmp_305,1.035653274280291
64,threads,close,dynamic, , ,#pragma omp for nowait, ,L,12.6099,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_306.c,mmp_306,1.038453913195188
4,cores,master,dynamic, , ,#pragma omp for nowait, ,L,12.6269,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_307.c,mmp_307,1.0370558094227404
192,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,L,12.6152,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_308.c,mmp_308,1.0380176295262857
192,cores,close,static, , ,#pragma omp for, ,L,12.6563,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_309.c,mmp_309,1.0346467767040919
192,cores,spread,static, , ,#pragma omp for, ,L,12.6317,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_310.c,mmp_310,1.036661731991735
192,sockets,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6207,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_311.c,mmp_311,1.0375652697552433
192,cores,close,static, ,#pragma unroll,#pragma omp for nowait, ,L,12.6216,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_312.c,mmp_312,1.037491284781644
256,cores,spread,dynamic, , ,#pragma omp for nowait, ,L,12.6157,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_313.c,mmp_313,1.03797648961215
8,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6197,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_314.c,mmp_314,1.0376474876581852
128,sockets,master,dynamic, , ,#pragma omp for nowait, ,L,12.6117,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_315.c,mmp_315,1.0383057002624545
32,cores,close,static, , ,#pragma omp for nowait, ,L,12.6352,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_316.c,mmp_316,1.0363745726225149
192,cores,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.6025,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_317.c,mmp_317,1.0390636778416982
64,cores,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6418,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_318.c,mmp_318,1.0358335047224287
4,threads,master,dynamic, , ,#pragma omp for nowait, ,L,12.6164,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_319.c,mmp_319,1.0379188992105512
192,cores,close,dynamic, , ,#pragma omp for, ,L,12.633,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_320.c,mmp_320,1.0365550542230666
64,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6488,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_321.c,mmp_321,1.0352602618430207
256,threads,spread,static, , ,#pragma omp for nowait, ,L,12.6782,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_322.c,mmp_322,1.0328595541953904
32,threads,spread,static, , ,#pragma omp for nowait, ,L,12.6059,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_323.c,mmp_323,1.0387834268080818
256,threads,master,dynamic, , ,#pragma omp for nowait, ,L,12.6129,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_324.c,mmp_324,1.0382069151424336
256,threads,master,static, , ,#pragma omp for nowait, ,L,12.6219,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_325.c,mmp_325,1.0374666254684317
4,threads,spread,static, , ,#pragma omp for nowait, ,L,12.6226,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_326.c,mmp_326,1.0374090916292997
256,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,L,12.6466,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_327.c,mmp_327,1.035440355510572
256,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6468,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_328.c,mmp_328,1.0354239807698389
192,cores,master,dynamic, , ,#pragma omp for, ,L,12.6281,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_329.c,mmp_329,1.0369572619792367
64,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6364,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_330.c,mmp_330,1.036276154600994
64,sockets,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6133,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_331.c,mmp_331,1.0381739909460648
192,cores,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6112,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_332.c,mmp_332,1.0383468662775945
16,cores,spread,static, , ,#pragma omp for nowait, ,L,12.5843,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_333.c,mmp_333,1.0405664200630944
192,threads,spread,static, , ,#pragma omp for nowait, ,L,12.6032,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_334.c,mmp_334,1.039005966738606
192,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait, ,L,12.644,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_335.c,mmp_335,1.035653274280291
256,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6198,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_336.c,mmp_336,1.0376392652815416
16,sockets,master,dynamic, , ,#pragma omp for nowait, ,L,12.639,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_337.c,mmp_337,1.0360629796661127
256,cores,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,L,12.6307,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_338.c,mmp_338,1.0367438067565535
192,sockets,master,static, , ,#pragma omp for nowait, ,L,12.647,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_339.c,mmp_339,1.035407606547007
256,threads,close,dynamic, , ,#pragma omp for nowait, ,L,12.6294,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_340.c,mmp_340,1.03685052338195
8,cores,master,dynamic, , ,#pragma omp for nowait, ,L,12.6362,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_341.c,mmp_341,1.0362925563064844
192,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,L,12.5949,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_342.c,mmp_342,1.0396906684451641
192,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6158,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_343.c,mmp_343,1.0379682620206407
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.668,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_344.c,mmp_344,1.0336911904010104
4,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.61,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_345.c,mmp_345,1.038445678033307
128,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6141,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_346.c,mmp_346,1.038108148817593
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,L,12.6254,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_347.c,mmp_347,1.0371790200706512
48,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6363,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_348.c,mmp_348,1.0362843553888401
32,cores,spread,static, , ,#pragma omp for nowait, ,L,12.5987,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_349.c,mmp_349,1.0393770785874734
16,cores,master,dynamic, , ,#pragma omp for nowait, ,L,12.6109,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_350.c,mmp_350,1.0383715674535519
16,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6241,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_351.c,mmp_351,1.0372858263163314
4,threads,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6189,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_352.c,mmp_352,1.037713271362797
128,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,L,12.6407,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_353.c,mmp_353,1.0359236434691115
192,cores,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,L,12.6166,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_354.c,mmp_354,1.0379024459838624
192,threads,spread,dynamic, , ,#pragma omp for, ,L,12.6218,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_355.c,mmp_355,1.0374748451092553
96,threads,master,dynamic, , ,#pragma omp for nowait, ,L,12.61,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_356.c,mmp_356,1.038445678033307
4,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.6178,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_357.c,mmp_357,1.0378037375770734
64,threads,spread,dynamic, , ,#pragma omp for nowait, ,L,12.6456,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_358.c,mmp_358,1.0355222369836148
64,threads,master,static, , ,#pragma omp for nowait, ,L,12.6935,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_359.c,mmp_359,1.0316146059006577
48,threads,master,static, , ,#pragma omp for nowait, ,L,12.6543,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_360.c,mmp_360,1.034810301636598
64,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,L,12.6455,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_361.c,mmp_361,1.0355304258431852
32,threads,master,static, , ,#pragma omp for nowait, ,L,12.6381,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_362.c,mmp_362,1.0361367610637675
192,threads,master,static, , ,#pragma omp for nowait, ,L,12.6423,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_363.c,mmp_363,1.035792537750251
64,threads,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6297,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_364.c,mmp_364,1.0368258945184763
2,threads,master,static, , ,#pragma omp for nowait, ,L,12.6569,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_365.c,mmp_365,1.0345977293018036
16,threads,master,static, , ,#pragma omp for nowait, ,L,12.6145,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_366.c,mmp_366,1.0380752308850925
128,threads,master,static, ,#pragma unroll,#pragma omp for nowait, ,L,12.6589,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_367.c,mmp_367,1.0344342715401813
4,threads,master,static, ,#pragma unroll,#pragma omp for nowait, ,L,12.63,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_368.c,mmp_368,1.0368012668250197
192,sockets,close,static, , ,#pragma omp for nowait, ,L,12.6226,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_369.c,mmp_369,1.0374090916292997
64,threads,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,L,12.6201,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_370.c,mmp_370,1.0376145989334473
128,cores,spread,static, , ,#pragma omp for nowait, ,L,12.6393,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_371.c,mmp_371,1.0360383882018782
16,threads,spread,static, , ,#pragma omp for nowait, ,L,12.6196,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_372.c,mmp_372,1.0376557101651398
192,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,L,12.6074,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_373.c,mmp_373,1.0386598347002554
128,cores,master,static, , ,#pragma omp for nowait, ,L,12.491,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_374.c,mmp_374,1.048338803938836
128,cores,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4687,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_375.c,mmp_375,1.050213735192923
128,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.5085,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_376.c,mmp_376,1.0468721269536714
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4811,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_377.c,mmp_377,1.0491703455624906
128,cores,master,static, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4811,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_378.c,mmp_378,1.0491703455624906
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.4849,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_379.c,mmp_379,1.0488510120225232
128,cores,spread,static, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.5066,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_380.c,mmp_380,1.0470311675435369
128,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.4854,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_381.c,mmp_381,1.0488090089224213
128,sockets,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.5236,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_382.c,mmp_382,1.0456098885304543
128,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.5283,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_383.c,mmp_383,1.0452176272918112
128,sockets,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4824,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_384.c,mmp_384,1.049061077997821
128,threads,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.5127,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_385.c,mmp_385,1.0465207349333077
128,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4937,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_386.c,mmp_386,1.0481122485732808
128,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4918,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_387.c,mmp_387,1.0482716662130358
128,cores,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.492,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_388.c,mmp_388,1.0482548831252
128,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4815,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_389.c,mmp_389,1.0491367223490766
128,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.5206,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_390.c,mmp_390,1.0458604220245036
128,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4997,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_391.c,mmp_391,1.0476091426194227
128,sockets,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.4757,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_392.c,mmp_392,1.0496244699696209
128,threads,master,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,L,12.488,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_393.c,mmp_393,1.0485906470211404
128,sockets,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,L,12.489,results_rf_l_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_394.c,mmp_394,1.0485066858835774
